ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,dates
2844,27,3,20,95616,4,1.0,1,134,0,0,0,1,1,2023-01-30 04:39:55
1559,35,10,72,91320,3,2.3,1,285,0,0,0,0,0,2023-03-24 21:32:57
4294,63,38,41,90034,2,1.5,1,173,0,0,0,1,1,2023-10-17 16:00:14
944,30,4,80,94701,4,1.8,2,0,0,0,0,0,0,2023-12-05 23:32:03
930,55,30,22,92121,1,1.5,2,91,0,0,0,0,1,2023-11-05 04:08:54
1908,42,18,115,93711,1,0.3,1,0,0,0,0,0,0,2023-08-27 23:19:56
4299,43,19,122,93106,1,0.3,1,0,0,0,0,1,0,2023-04-23 23:24:36
2845,60,34,64,95014,3,2.2,3,0,0,0,0,0,0,2023-01-30 23:05:25
4917,29,5,123,90291,2,0.6,1,0,0,0,0,1,0,2023-06-18 00:06:35
3046,58,32,48,91768,1,2.8,2,0,0,0,0,1,0,2023-03-20 02:17:54
1378,27,3,109,93023,2,2.5,1,0,0,0,0,1,0,2023-08-19 05:12:48
3305,42,17,108,95120,3,1.0,1,383,0,0,0,1,0,2023-06-01 07:47:05
3054,28,4,114,92521,2,0.2,1,0,0,0,0,1,0,2023-06-24 14:06:44
26,43,19,29,94305,3,0.5,1,97,0,0,0,1,0,2023-11-26 10:04:36
425,56,30,38,92029,1,0.2,1,0,0,0,0,0,0,2023-05-03 01:24:54
2060,28,3,173,92121,2,6.7,1,222,0,0,0,1,0,2023-12-19 19:14:19
725,64,38,92,94086,1,2.0,1,0,0,0,0,1,0,2023-03-13 18:00:27
2270,42,18,62,94305,3,2.1,3,0,0,0,0,1,0,2023-09-21 20:43:32
2539,37,12,175,92037,2,7.8,1,297,0,0,0,1,1,2023-03-06 19:56:25
3573,30,6,30,90245,1,0.4,3,0,0,0,0,1,1,2023-04-24 21:22:17
2391,33,9,41,95814,3,2.0,1,108,0,0,0,1,0,2023-04-08 15:37:45
2753,51,25,34,95819,3,0.9,3,111,0,0,0,1,0,2023-11-18 21:23:55
4622,57,32,60,93407,3,1.7,1,0,0,1,1,1,1,2023-09-09 08:39:41
1996,35,11,41,94720,1,2.4,2,0,0,0,0,0,0,2023-06-16 08:19:40
2893,58,32,43,92093,1,2.8,2,0,0,0,0,1,0,2023-03-02 11:33:41
2975,42,18,52,95008,4,1.9,1,0,0,0,0,1,0,2023-08-19 13:25:03
568,34,8,28,95112,3,0.9,1,0,0,0,0,0,0,2023-08-21 14:09:30
3650,53,29,85,92691,3,1.8,2,0,0,0,0,1,0,2023-06-16 19:43:43
1387,27,3,72,95616,4,0.0,1,0,0,0,0,1,0,2023-06-23 20:06:30
894,58,32,43,93943,3,1.4,1,0,0,0,0,0,1,2023-05-05 02:59:13
4358,39,14,141,93302,4,6.3,1,0,1,1,1,1,1,2023-10-17 12:41:44
377,45,21,61,94304,3,0.7,1,0,0,0,0,0,0,2023-02-18 11:46:45
4491,35,9,142,90250,2,0.0,1,0,0,1,0,1,0,2023-07-06 10:56:06
223,26,2,104,94306,3,2.5,1,0,0,0,0,0,0,2023-11-12 13:37:50
3565,33,7,29,94720,1,0.6,3,0,0,0,0,0,0,2023-07-11 07:58:21
3339,35,9,43,92037,4,1.2,2,0,0,1,0,1,0,2023-08-03 07:54:56
3245,48,24,24,92624,4,0.2,1,0,0,0,0,1,0,2023-11-08 11:59:42
1946,57,33,30,93106,3,1.5,1,151,0,1,0,1,0,2023-12-26 08:34:51
531,54,30,21,91706,2,0.2,1,0,0,0,0,0,1,2023-10-15 09:07:09
4319,49,23,75,92374,1,1.5,2,0,0,0,0,0,1,2023-04-30 04:39:16
1171,35,10,104,91320,3,0.6,2,0,0,0,0,0,1,2023-10-14 01:13:40
4287,53,29,20,93955,1,0.2,1,131,0,0,0,1,1,2023-06-03 10:47:21
4525,48,24,79,94542,3,0.7,1,0,0,0,0,1,1,2023-12-16 22:45:10
2718,23,-2,45,95422,4,0.6,2,0,0,0,0,1,1,2023-01-10 15:39:41
2756,37,11,22,93711,3,0.1,2,0,0,0,0,1,1,2023-09-04 08:49:03
4398,48,23,19,90058,1,0.1,1,0,0,0,0,1,0,2023-01-09 06:29:35
3826,30,6,69,94305,4,3.4,1,188,0,0,0,0,1,2023-10-01 16:02:42
3004,52,28,44,90747,3,1.9,2,0,0,0,0,0,1,2023-12-25 08:28:21
2182,45,15,32,94143,1,0.75,3,105,0,0,0,1,0,2023-04-21 23:22:28
1235,44,18,33,90405,3,1.5,1,0,0,0,0,1,1,2023-04-14 16:23:18
1744,50,24,32,94701,4,1.8,1,109,0,0,0,1,0,2023-06-03 01:51:13
2277,29,3,172,92093,4,4.4,1,0,1,0,0,0,0,2023-03-29 00:59:03
1096,50,25,43,92129,1,1.4,3,137,0,0,0,1,0,2023-10-24 04:54:43
2948,45,21,151,90024,2,3.3,1,328,0,0,0,0,0,2023-01-19 01:52:17
3759,47,23,199,94720,2,6.67,1,0,0,0,0,1,0,2023-11-22 02:43:11
4735,63,39,64,95814,1,1.8,3,147,0,0,0,1,1,2023-08-06 10:26:56
